transcript_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.308.1,138,115,212,374,349,306
rna-ELECO.r07.1AG0004640.1,32,65,123,53,52,13
MSTRG.310.1,2,19,0,8,0,0
MSTRG.313.1,0,0,6,60,56,39
rna-ELECO.r07.1AG0004650.1,24,57,59,541,450,294
rna-ELECO.r07.1AG0004710.1,0,0,0,337,275,211
MSTRG.318.1,41,60,107,23,48,20
MSTRG.316.4,0,0,0,14,33,44
rna-ELECO.r07.1AG0004690.1,0,0,0,0,0,0
rna-ELECO.r07.1AG0004700.1,0,0,0,249,200,62
MSTRG.316.1,24,57,0,74,78,41
MSTRG.316.2,21,18,38,116,147,135
MSTRG.316.3,0,0,0,44,74,121
MSTRG.316.5,1,0,53,1,1,1
rna-ELECO.r07.1AG0004720.1,76,25,49,22,49,35
MSTRG.320.1,48,58,33,219,172,139
rna-ELECO.r07.1AG0004790.1,0,0,0,24,17,21
rna-ELECO.r07.1AG0004730.1,0,0,0,0,11,12
MSTRG.321.1,14,0,21,146,117,46
MSTRG.323.2,0,0,17,2,5,3
MSTRG.323.1,15,94,57,124,74,50
rna-ELECO.r07.1AG0004810.1,14,47,24,250,200,141
MSTRG.327.2,0,0,0,1,9,57
MSTRG.327.3,0,0,0,71,11,42
MSTRG.327.1,414,395,394,2180,1578,534
rna-ELECO.r07.1AG0004820.1,6,9,11,72,16,59
MSTRG.328.3,0,0,19,620,169,280
MSTRG.328.1,24,45,82,1331,703,296
MSTRG.328.2,111,106,66,212,192,149
rna-ELECO.r07.1AG0004830.1,9,0,81,16,242,15
MSTRG.329.1,149,153,119,1701,983,663
rna-ELECO.r07.1AG0004840.1,8,7,10,7,9,7
MSTRG.330.1,81,131,185,876,655,419
rna-ELECO.r07.1AG0004860.1,117,99,54,642,667,434
MSTRG.334.1,33,55,41,78,43,49
MSTRG.333.1,113,133,143,1601,1244,988
MSTRG.335.1,19,40,13,21,19,9
rna-ELECO.r07.1AG0004910.1,0,47,9,23,24,15
MSTRG.337.1,104,136,95,52,82,98
MSTRG.338.1,21,0,26,83,84,56
MSTRG.339.1,11,10,44,62,53,22
MSTRG.340.1,3,11,0,6,6,10
MSTRG.345.1,0,0,12,428,593,182
rna-ELECO.r07.1AG0005020.1,0,0,0,8,0,34
MSTRG.345.3,0,0,0,118,0,37
MSTRG.345.2,3,22,0,16,51,99
MSTRG.346.2,0,0,0,26,0,41
MSTRG.346.1,10,0,16,110,144,54
MSTRG.341.2,0,0,0,88,104,52
MSTRG.341.4,0,24,0,12,10,3
MSTRG.343.1,0,0,0,35,36,22
MSTRG.341.5,0,0,0,0,99,1
MSTRG.341.1,35,56,66,354,119,133
MSTRG.341.3,7,17,0,177,154,150
MSTRG.342.1,8,0,0,0,0,0
rna-ELECO.r07.1AG0005040.1,253,352,422,857,668,521
MSTRG.349.1,7,79,57,20,7,5
rna-ELECO.r07.1AG0005060.1,114,158,290,1117,845,367
rna-ELECO.r07.1AG0005070.1,0,0,0,0,10,0
MSTRG.351.1,432,491,430,1867,1172,638
rna-ELECO.r07.1AG0005080.1,0,0,0,1,0,0
MSTRG.352.2,243,324,206,1055,724,469
rna-ELECO.r07.1AG0005130.1,52,29,76,710,430,254
rna-ELECO.r07.1AG0005160.1,17,23,22,79,24,27
MSTRG.357.1,32,34,64,1620,671,128
rna-ELECO.r07.1AG0005170.1,2,2,1,49,22,6
MSTRG.355.1,0,0,119,37,20,0
MSTRG.355.2,112,161,132,189,176,134
rna-ELECO.r07.1AG0005140.1,224,319,272,57,141,83
MSTRG.355.3,84,92,140,6,8,43
MSTRG.355.4,5,6,8,75,11,55
MSTRG.358.1,39,24,64,418,282,201
rna-ELECO.r07.1AG0005200.1,13,0,8,0,0,7
MSTRG.360.2,0,0,0,0,142,0
MSTRG.360.1,91,78,136,185,38,115
MSTRG.361.3,0,5,16,9,0,0
MSTRG.361.1,136,222,197,720,456,368
rna-ELECO.r07.1AG0005230.1,1,4,4,20,6,2
rna-ELECO.r07.1AG0005240.1,176,186,152,0,153,26
MSTRG.363.1,22,22,16,55,63,40
rna-ELECO.r07.1AG0005260.1,297,295,285,1260,918,652
MSTRG.364.1,0,439,0,30,29,44
MSTRG.364.3,0,0,0,0,0,173
MSTRG.364.4,0,0,0,1024,111,151
MSTRG.364.5,0,0,189,146,124,56
rna-ELECO.r07.1AG0005280.1,0,0,0,0,0,0
MSTRG.364.2,25,17,324,603,975,496
MSTRG.364.6,162,0,0,99,53,0
MSTRG.364.7,147,0,0,66,45,0
MSTRG.365.1,157,124,254,485,476,211
rna-ELECO.r07.1AG0005310.1,8,11,2,106,111,35
rna-ELECO.r07.1AG0005320.1,1219,1855,1945,5303,4449,2816
rna-ELECO.r07.1AG0005330.1,453,414,494,1704,1158,808
rna-ELECO.r07.1AG0005390.1,0,0,5,20,19,6
MSTRG.370.1,13,0,0,0,29,23
MSTRG.369.3,0,18,0,0,0,0
rna-ELECO.r07.1AG0005370.1,171,104,97,203,152,95
MSTRG.369.2,3,28,1,2,2,2
rna-ELECO.r07.1AG0005420.1,0,0,6,6,7,7
MSTRG.371.1,457,465,354,5137,4056,2488
MSTRG.371.2,57,56,21,170,133,84
MSTRG.372.2,0,59,92,30,19,45
rna-ELECO.r07.1AG0005450.1,0,55,0,363,313,105
rna-ELECO.r07.1AG0005460.1,0,0,0,1,2,1
MSTRG.372.1,159,74,177,412,293,234
MSTRG.373.2,0,0,46,4,5,2
rna-ELECO.r07.1AG0005480.1,0,0,0,0,0,0
MSTRG.373.6,0,0,0,79,127,193
rna-ELECO.r07.1AG0005490.1,0,0,0,0,0,0
MSTRG.373.8,0,0,0,9,105,68
rna-ELECO.r07.1AG0005510.1,0,25,41,0,0,8
MSTRG.373.1,66,130,89,792,509,354
MSTRG.373.4,16,0,1,1,1,1
MSTRG.373.5,19,0,1,17,7,5
MSTRG.374.1,227,240,208,31,56,44
MSTRG.376.1,3,10,0,0,0,0
rna-ELECO.r07.1AG0005520.1,214,128,172,134,229,131
MSTRG.375.2,6,15,26,37,27,24
MSTRG.375.3,3,5,0,9,35,66
MSTRG.375.4,30,10,28,23,40,32
MSTRG.375.5,6,79,91,26,121,35
MSTRG.377.1,861,1076,947,3328,2403,1504
rna-ELECO.r07.1AG0005540.1,5,17,26,6,7,22
rna-ELECO.r07.1AG0005570.1,31,9,44,421,362,231
MSTRG.379.1,42,83,67,168,204,83
rna-ELECO.r07.1AG0005580.1,15,8,0,7,20,21
MSTRG.380.5,0,260,20,75,219,82
MSTRG.380.6,0,0,109,0,0,0
MSTRG.380.1,100,0,131,787,622,119
MSTRG.380.2,28,9,208,251,56,137
MSTRG.380.3,139,69,92,54,47,417
MSTRG.380.4,30,54,13,41,105,56
rna-ELECO.r07.1AG0005590.1,6,124,2,4,2,4
rna-ELECO.r07.1AG0005650.1,45,77,33,637,1286,474
rna-ELECO.r07.1AG0005740.1,22,31,56,53,81,43
MSTRG.385.1,0,0,48,219,197,133
rna-ELECO.r07.1AG0005760.1,3,0,11,2,3,4
MSTRG.383.2,0,487,0,0,402,0
MSTRG.383.4,0,554,0,0,0,0
MSTRG.383.5,0,117,4,0,0,0
MSTRG.383.1,780,262,755,990,691,699
MSTRG.383.3,242,237,439,1027,310,525
rna-ELECO.r07.1AG0005730.1,91,3,328,91,309,240
rna-ELECO.r07.1AG0005780.1,0,3,8,139,63,28
MSTRG.387.1,24,33,8,79,75,17
rna-ELECO.r07.1AG0005790.1,0,0,0,2,3,0
MSTRG.388.1,225,640,425,1739,1595,1149
rna-ELECO.r07.1AG0005800.1,251,34,241,347,255,186
MSTRG.389.2,0,0,0,14,4,41
rna-ELECO.r07.1AG0005810.1,224,244,320,17,94,0
rna-ELECO.r07.1AG0005830.1,0,0,0,0,0,0
MSTRG.390.1,162,511,258,1228,1253,816
rna-ELECO.r07.1AG0005850.1,80,120,107,802,590,348
rna-ELECO.r07.1AG0005870.1,137,138,71,2838,3743,639
rna-ELECO.r07.1AG0005880.1,570,610,634,2183,2024,1407
rna-ELECO.r07.1AG0005900.1,0,0,17,109,104,21
MSTRG.395.1,20,54,44,201,176,171
MSTRG.394.2,0,0,0,351,202,101
rna-ELECO.r07.1AG0005890.1,0,0,8,9,19,7
MSTRG.394.1,284,334,333,612,558,380
rna-ELECO.r07.1AG0005910.1,0,0,0,8,9,0
MSTRG.397.1,74,138,194,478,294,168
rna-ELECO.r07.1AG0005940.1,1,0,8,7,35,6
MSTRG.398.1,117,107,2,62,102,45
rna-ELECO.r07.1AG0005950.1,54,0,196,870,575,394
rna-ELECO.r07.1AG0005980.1,0,0,0,0,0,0
MSTRG.399.1,390,185,483,687,677,499
MSTRG.399.2,154,424,0,103,0,94
rna-ELECO.r07.1AG0006000.1,146,283,363,913,548,319
rna-ELECO.r07.1AG0006030.1,0,17,1,2,27,28
MSTRG.403.2,0,0,0,54,31,128
rna-ELECO.r07.1AG0006040.1,0,0,0,8,47,7
MSTRG.402.1,55,19,60,91,73,36
MSTRG.403.1,41,59,31,350,326,152
MSTRG.403.3,5,0,0,0,0,0
MSTRG.401.1,295,603,248,590,759,492
MSTRG.401.2,117,49,129,284,171,317
rna-ELECO.r07.1AG0006010.1,2,1,1,13,7,16
MSTRG.401.4,123,0,84,178,143,90
MSTRG.401.5,16,82,0,0,0,21
rna-ELECO.r07.1AG0006020.1,10,20,12,153,186,9
MSTRG.405.1,12,0,0,0,0,0
rna-ELECO.r07.1AG0006050.1,0,0,0,6,0,0
MSTRG.404.3,0,0,0,28,188,69
MSTRG.404.1,364,533,486,1876,1182,858
MSTRG.404.4,2,3,0,1,1,1
MSTRG.406.1,0,0,0,460,0,1229
rna-ELECO.r07.1AG0006080.1,347,291,394,1133,1685,284
MSTRG.407.1,262,369,419,17,43,54
rna-ELECO.r07.1AG0006150.1,5,39,30,5,7,0
rna-ELECO.r07.1AG0006160.1,412,456,558,53,127,88
rna-ELECO.r07.1AG0006180.1,74,88,92,85,64,20
MSTRG.411.1,8,45,78,150,121,67
rna-ELECO.r07.1AG0006190.1,59,47,32,176,152,153
rna-ELECO.r07.1AG0006200.1,0,0,0,64,151,59
MSTRG.412.1,116,127,146,515,249,196
rna-ELECO.r07.1AG0006230.1,40,44,21,70,80,26
rna-ELECO.r07.1AG0006240.1,7,13,15,73,41,15
rna-ELECO.r07.1AG0006210.1,2077,1442,1427,40847,58620,36136
MSTRG.418.1,0,8,0,0,0,0
rna-ELECO.r07.1AG0006280.1,41,0,10,65,54,23
MSTRG.416.3,0,462,0,0,0,0
MSTRG.416.4,0,10,163,81,109,6
MSTRG.416.5,0,0,61,0,0,0
MSTRG.416.6,0,51,748,0,0,316
MSTRG.416.8,0,0,220,0,0,0
MSTRG.416.9,0,69,6,49,604,28
MSTRG.416.1,725,70,1112,0,0,297
MSTRG.416.2,2,868,0,594,20,0
MSTRG.416.7,173,263,308,119,105,40
MSTRG.416.10,503,371,44,129,81,33
rna-ELECO.r07.1AG0006290.1,157,189,185,734,539,441
MSTRG.422.1,0,20,0,3,4,9
rna-ELECO.r07.1AG0006320.1,33,37,57,299,243,151
MSTRG.420.1,833,1360,1180,2835,2744,1543
MSTRG.420.2,108,189,93,807,478,281
rna-ELECO.r07.1AG0006300.1,20,99,94,114,9,127
MSTRG.423.1,1290,804,998,28565,17899,8133
rna-ELECO.r07.1AG0006330.1,2,1,3,32,17,9
rna-ELECO.r07.1AG0006350.1,0,0,0,2,4,0
MSTRG.424.1,158,158,144,1068,722,383
rna-ELECO.r07.1AG0006370.1,2,1,1,1,1,1
rna-ELECO.r07.1AG0006380.1,162,245,200,1153,1237,533
rna-ELECO.r07.1AG0006400.1,33,0,11,94,112,37
rna-ELECO.r07.1AG0006390.1,64,79,96,483,473,219
rna-ELECO.r07.1AG0006410.1,0,0,0,22,13,19
MSTRG.428.1,38,58,92,348,294,187
rna-ELECO.r07.1AG0006430.1,38,0,26,97,47,46
rna-ELECO.r07.1AG0006450.1,0,0,0,364,319,180
MSTRG.430.1,91,94,114,278,214,173
rna-ELECO.r07.1AG0006460.1,0,0,0,4,0,0
rna-ELECO.r07.1AG0006470.1,0,0,0,0,0,0
MSTRG.431.4,0,0,0,19,25,0
MSTRG.431.5,0,0,0,54,8,18
MSTRG.431.6,0,0,0,0,30,1
rna-ELECO.r07.1AG0006480.1,0,0,0,0,14,5
MSTRG.431.1,22,76,23,764,516,225
rna-ELECO.r07.1AG0006490.1,66,131,145,335,285,168
rna-ELECO.r07.1AG0006500.1,985,1488,1579,1260,1075,714
MSTRG.434.2,0,106,184,385,307,63
MSTRG.434.3,0,0,0,13,0,52
MSTRG.434.1,166,64,0,706,335,225
rna-ELECO.r07.1AG0006510.1,96,36,45,225,334,281
MSTRG.435.2,0,195,13,680,491,349
MSTRG.435.3,0,0,6,9,1,116
rna-ELECO.r07.1AG0006520.1,0,0,0,0,0,0
MSTRG.435.1,84,20,131,268,70,31
MSTRG.436.1,70,36,108,51,79,35
MSTRG.436.2,3,100,11,9,4,19
rna-ELECO.r07.1AG0006530.1,68,67,46,74,0,39
MSTRG.437.2,0,0,0,0,63,0
rna-ELECO.r07.1AG0006540.1,31,32,42,180,139,98
MSTRG.440.1,14,0,0,10,2,3
rna-ELECO.r07.1AG0006600.1,80,123,163,1317,1140,657
rna-ELECO.r07.1AG0006610.1,6,0,0,0,6,8
rna-ELECO.r07.1AG0006620.1,0,0,0,9,0,0
MSTRG.446.1,151,222,249,675,568,281
rna-ELECO.r07.1AG0006630.1,343,458,668,1234,1069,589
rna-ELECO.r07.1AG0006670.1,0,0,0,11,59,4
MSTRG.449.1,5,0,0,174,253,63
MSTRG.448.1,0,11,0,20,14,5
rna-ELECO.r07.1AG0006650.1,110,80,121,529,342,206
MSTRG.447.2,5,14,7,1,2,0
rna-ELECO.r07.1AG0006700.1,0,0,0,155,139,63
MSTRG.450.2,0,0,0,0,0,78
rna-ELECO.r07.1AG0006690.1,100,143,162,176,117,0
MSTRG.451.1,709,769,1261,4425,3727,2346
rna-ELECO.r07.1AG0006720.1,95,404,83,353,60,289
MSTRG.453.1,69,200,145,271,180,187
MSTRG.454.1,6,4,7,43,73,32
MSTRG.452.1,360,0,346,1287,914,688
MSTRG.452.2,1,240,0,3,175,0
rna-ELECO.r07.1AG0006780.1,152,0,11,156,159,104
MSTRG.457.1,42,46,45,931,589,335
rna-ELECO.r07.1AG0006800.1,19,0,3,424,320,162
rna-ELECO.r07.1AG0006810.1,0,0,0,13,55,31
MSTRG.458.1,83,42,64,272,133,67
rna-ELECO.r07.1AG0006820.1,198,261,194,1065,916,628
rna-ELECO.r07.1AG0006880.1,0,0,0,0,0,0
MSTRG.461.1,193,136,214,0,6,0
MSTRG.461.2,101,0,0,0,0,0
rna-ELECO.r07.1AG0006890.1,37,104,92,0,8,6
MSTRG.463.1,35,63,71,154,163,130
rna-ELECO.r07.1AG0006940.1,8,11,20,114,151,57
rna-ELECO.r07.1AG0006900.1,0,0,0,0,0,0
MSTRG.462.1,586,879,909,3130,2345,1660
rna-ELECO.r07.1AG0006970.1,44,26,2,162,133,24
rna-ELECO.r07.1AG0006980.1,94,22,40,45,111,19
rna-ELECO.r07.1AG0007010.1,7,10,2,71,98,53
rna-ELECO.r07.1AG0007030.1,105,197,175,324,285,232
rna-ELECO.r07.1AG0007050.1,0,0,0,0,0,0
MSTRG.469.1,128,249,200,531,512,532
MSTRG.469.2,114,0,4,45,0,0
MSTRG.471.3,0,0,0,104,46,92
MSTRG.470.1,21,26,19,367,398,294
MSTRG.471.2,50,97,0,137,65,54
MSTRG.471.1,19,0,50,142,187,50
rna-ELECO.r07.1AG0007160.1,7,0,4,0,0,0
MSTRG.474.1,9,17,18,0,0,0
MSTRG.475.1,7,17,13,98,74,41
MSTRG.472.1,226,228,606,60,127,167
rna-ELECO.r07.1AG0007110.1,850,778,401,199,382,361
rna-ELECO.r07.1AG0007180.1,201,199,184,488,294,183
rna-ELECO.r07.1AG0007200.1,29,17,0,24,22,7
rna-ELECO.r07.1AG0007190.1,0,0,0,0,109,0
MSTRG.477.2,89,86,88,380,175,160
MSTRG.480.2,0,0,44,0,0,0
MSTRG.480.1,42,21,0,51,61,44
MSTRG.481.1,112,111,78,444,257,36
MSTRG.482.1,414,597,448,163,206,142
MSTRG.484.1,81,179,144,743,368,66
rna-ELECO.r07.1AG0007260.1,9,10,9,138,102,20
MSTRG.485.1,415,428,668,1319,737,347
rna-ELECO.r07.1AG0007270.1,1,8,4,35,39,92
rna-ELECO.r07.1AG0007280.1,45,80,137,40,48,87
rna-ELECO.r07.1AG0007300.1,138,201,195,1149,838,519
MSTRG.488.3,0,0,625,0,0,197
MSTRG.488.1,57,480,0,1124,815,322
rna-ELECO.r07.1AG0007310.1,172,0,153,504,388,199
MSTRG.488.4,110,232,0,18,17,162
MSTRG.489.2,0,0,20,137,114,118
rna-ELECO.r07.1AG0007320.1,0,0,0,18,15,0
MSTRG.489.4,0,98,0,0,0,0
MSTRG.489.1,140,92,207,223,283,91
rna-ELECO.r07.1AG0007340.1,0,20,9,0,0,0
rna-ELECO.r07.1AG0007350.1,0,0,7,130,141,82
MSTRG.490.2,0,46,32,7,5,24
rna-ELECO.r07.1AG0007330.1,214,188,192,119,150,121
rna-ELECO.r07.1AG0007360.1,36,0,51,467,382,206
rna-ELECO.r07.1AG0007380.1,3,0,0,0,2,0
MSTRG.495.1,84,152,137,377,303,235
MSTRG.494.1,0,0,357,1423,633,1105
MSTRG.494.3,0,0,0,0,259,0
rna-ELECO.r07.1AG0007440.1,0,0,0,382,117,0
MSTRG.494.2,574,615,348,1559,1426,485
rna-ELECO.r07.1AG0007500.1,2,0,0,24,24,15
MSTRG.496.2,0,0,0,86,78,62
rna-ELECO.r07.1AG0007480.1,31,61,41,198,191,137
rna-ELECO.r07.1AG0007520.1,32,76,33,257,219,153
MSTRG.497.1,288,313,400,653,780,350
rna-ELECO.r07.1AG0007510.1,25,410,534,41,55,93
rna-ELECO.r07.1AG0007530.1,641,546,698,1070,1148,675
MSTRG.501.1,0,87,79,691,516,183
MSTRG.501.3,0,33,0,4,8,1
rna-ELECO.r07.1AG0007560.1,53,3,8,170,228,67
rna-ELECO.r07.1AG0007540.1,0,0,41,784,580,238
MSTRG.500.3,0,0,0,55,72,160
rna-ELECO.r07.1AG0007550.1,0,0,17,142,41,30
MSTRG.500.1,101,193,161,390,348,222
MSTRG.502.1,737,937,808,4451,3756,2403
rna-ELECO.r07.1AG0007620.1,76,86,114,70,71,146
rna-ELECO.r07.1AG0007720.1,2,2,0,3,1,1
MSTRG.506.1,4,38,12,127,105,58
MSTRG.505.1,132,174,83,1012,912,579
rna-ELECO.r07.1AG0007640.1,284,232,186,919,710,525
rna-ELECO.r07.1AG0007730.1,130,187,197,833,716,442
rna-ELECO.r07.1AG0007810.1,6,0,0,0,0,0
rna-ELECO.r07.1AG0007740.1,41,21,38,118,134,36
MSTRG.510.2,0,0,3,3,0,14
MSTRG.510.1,31,0,26,120,105,86
MSTRG.511.1,2,0,11,36,19,15
MSTRG.510.3,14,0,0,2,0,0
MSTRG.512.1,18,40,82,69,84,33
rna-ELECO.r07.1AG0007930.1,8,10,7,85,62,40
rna-ELECO.r07.1AG0007970.1,0,2,0,6,4,18
MSTRG.514.1,9,15,11,123,126,72
rna-ELECO.r07.1AG0007980.1,119,111,167,1059,817,443
rna-ELECO.r07.1AG0008000.1,4,0,12,6,11,22
rna-ELECO.r07.1AG0007990.1,0,0,0,0,52,0
MSTRG.516.2,266,472,50,428,385,448
MSTRG.516.1,182,138,332,577,280,206
rna-ELECO.r07.1AG0008060.1,0,0,0,28,35,5
rna-ELECO.r07.1AG0008130.1,3,28,27,8856,7034,1524
MSTRG.522.1,10,0,0,24,10,6
rna-ELECO.r07.1AG0008150.1,4,0,5,18,12,5
rna-ELECO.r07.1AG0008170.1,0,0,0,90,28,14
MSTRG.518.3,0,0,0,0,111,0
rna-ELECO.r07.1AG0008050.1,0,0,107,113,13,74
MSTRG.518.1,163,142,135,401,365,215
rna-ELECO.r07.1AG0008040.1,23,1,5,6,10,26
rna-ELECO.r07.1AG0008160.1,82,58,49,105,59,46
rna-ELECO.r07.1AG0008180.1,0,3,1,14,9,2
MSTRG.525.1,68,67,92,293,216,214
rna-ELECO.r07.1AG0008190.1,15,0,49,21,28,17
rna-ELECO.r07.1AG0008210.1,0,0,0,210,200,72
MSTRG.528.1,24,0,17,209,213,35
MSTRG.527.1,80,107,82,46,98,116
rna-ELECO.r07.1AG0008200.1,235,175,316,125,124,131
rna-ELECO.r07.1AG0008220.1,50,191,163,1190,831,557
MSTRG.533.1,17,34,24,16,28,11
MSTRG.534.2,0,24,9,14,3,16
rna-ELECO.r07.1AG0008280.1,0,2,37,12,2,14
MSTRG.534.1,8,44,0,118,140,116
MSTRG.530.2,0,0,18,7,3,1
MSTRG.530.1,43,137,102,218,146,108
rna-ELECO.r07.1AG0008230.1,609,632,946,1888,1513,1220
MSTRG.536.1,3,2,8,17,18,0
MSTRG.535.1,40,153,74,544,325,185
rna-ELECO.r07.1AG0008290.1,41,60,112,39,82,54
rna-ELECO.r07.1AG0008320.1,5,0,1,2,8,5
MSTRG.538.1,3,0,16,2,4,2
rna-ELECO.r07.1AG0008330.1,212,78,102,640,1252,418
MSTRG.541.2,0,27,0,2,0,0
rna-ELECO.r07.1AG0008380.1,7,20,11,5,2,0
MSTRG.540.1,309,452,321,4065,4156,1503
rna-ELECO.r07.1AG0008340.1,3,3,9,7,9,9
MSTRG.544.1,2,0,10,3,4,0
MSTRG.545.2,0,87,10,4,2,6
rna-ELECO.r07.1AG0008450.1,31,7,92,98,114,45
rna-ELECO.r07.1AG0008390.1,656,954,782,372,187,215
rna-ELECO.r07.1AG0008500.1,4,6,3,0,0,2
rna-ELECO.r07.1AG0008490.1,0,2,0,8,2,2
MSTRG.547.1,15,40,9,215,192,128
MSTRG.546.2,0,0,0,246,132,0
rna-ELECO.r07.1AG0008460.1,756,974,1047,398,533,456
MSTRG.546.3,211,13,293,463,261,199
rna-ELECO.r07.1AG0008510.1,163,152,167,472,543,302
rna-ELECO.r07.1AG0008520.1,36,13,0,123,127,53
MSTRG.551.2,0,45,2,129,134,49
MSTRG.551.1,56,87,177,378,448,305
MSTRG.551.3,46,0,0,0,0,0
MSTRG.550.1,0,186,0,973,647,797
MSTRG.550.3,0,0,0,3,477,457
MSTRG.550.2,456,448,647,1276,615,0
rna-ELECO.r07.1AG0008620.1,0,0,0,0,0,0
MSTRG.553.1,122,291,130,688,722,537
rna-ELECO.r07.1AG0008630.1,26,38,9,569,421,11
rna-ELECO.r07.1AG0008660.1,46,15,20,158,197,31
rna-ELECO.r07.1AG0008690.1,0,0,0,0,0,0
MSTRG.556.1,19,10,0,280,166,40
rna-ELECO.r07.1AG0008720.1,8,19,14,669,418,317
rna-ELECO.r07.1AG0008730.1,2,23,0,190,177,98
MSTRG.559.2,0,0,0,0,0,114
MSTRG.559.1,613,882,1081,850,674,597
rna-ELECO.r07.1AG0008750.1,317,569,521,337,313,222
rna-ELECO.r07.1AG0008760.1,2,1,2,2,4,2
rna-ELECO.r07.1AG0008780.1,70,59,39,2,20,11
MSTRG.562.1,10,0,0,0,0,0
rna-ELECO.r07.1AG0008810.1,19,59,38,48,62,63
MSTRG.566.1,3,0,10,4,2,4
MSTRG.568.1,20,10,9,3,6,0
MSTRG.563.1,0,0,0,0,2,89
rna-ELECO.r07.1AG0008850.1,5,42,40,33,33,6
MSTRG.563.3,172,304,412,210,55,98
MSTRG.563.4,74,0,0,35,188,0
rna-ELECO.r07.1AG0008920.1,40,54,41,355,288,97
rna-ELECO.r07.1AG0008910.1,0,0,0,57,49,0
MSTRG.569.1,48,10,12,115,103,36
rna-ELECO.r07.1AG0009010.1,26,22,24,2,6,9
MSTRG.571.1,1046,1811,1564,2916,2407,1666
rna-ELECO.r07.1AG0008940.1,207,24,14,11,12,14
rna-ELECO.r07.1AG0009020.1,163,348,228,101,66,60
rna-ELECO.r07.1AG0009030.1,70,134,113,415,807,306
rna-ELECO.r07.1AG0009050.1,234,407,351,49,64,69
MSTRG.578.2,0,0,0,40,21,106
rna-ELECO.r07.1AG0009090.1,0,0,2,4,6,1
rna-ELECO.r07.1AG0009100.1,0,0,0,3,4,4
MSTRG.578.1,29,14,43,137,149,6
rna-ELECO.r07.1AG0009060.1,619,601,525,1185,1036,727
MSTRG.583.1,13,0,0,6,5,5
rna-ELECO.r07.1AG0009130.1,0,0,3,5,8,0
MSTRG.582.1,169,210,331,111,96,79
rna-ELECO.r07.1AG0009140.1,37,34,55,421,345,255
MSTRG.581.1,0,338,0,18,0,3
rna-ELECO.r07.1AG0009110.1,1,5,1,1,1,1
MSTRG.581.4,167,0,65,139,234,31
MSTRG.581.3,185,244,6,19,54,11
MSTRG.581.5,9,0,90,174,150,38
MSTRG.581.6,54,133,123,121,130,32
MSTRG.581.7,7,0,449,473,246,285
rna-ELECO.r07.1AG0009120.1,21,92,50,41,87,15
MSTRG.586.2,0,0,20,1,2,0
MSTRG.585.1,1058,576,163,471,797,559
MSTRG.585.2,21,422,135,157,156,74
MSTRG.585.3,23,0,629,757,682,340
rna-ELECO.r07.1AG0009150.1,325,633,1003,677,631,329
rna-ELECO.r07.1AG0009160.1,27,0,35,303,312,208
rna-ELECO.r07.1AG0009170.1,0,0,2,5,6,4
MSTRG.587.1,97,48,110,675,511,336
rna-ELECO.r07.1AG0009180.1,159,54,15,65,57,28
MSTRG.591.1,23,115,82,195,121,82
MSTRG.592.1,348,452,367,906,668,397
rna-ELECO.r07.1AG0009230.1,6,46,8,18,23,2
MSTRG.593.1,0,276,1,298,65,0
MSTRG.593.3,0,0,0,80,150,74
rna-ELECO.r07.1AG0009240.1,389,624,947,610,836,656
MSTRG.597.1,16,0,26,93,48,46
MSTRG.595.1,0,4,0,1,0,0
MSTRG.594.1,1,62,0,169,198,116
rna-ELECO.r07.1AG0009250.1,55,0,66,8,9,13
MSTRG.600.1,4,38,16,304,184,85
rna-ELECO.r07.1AG0009350.1,3,40,18,466,562,245
rna-ELECO.r07.1AG0009340.1,0,0,0,228,209,137
rna-ELECO.r07.1AG0009300.1,82,105,76,157,109,91
rna-ELECO.r07.1AG0009360.1,0,0,0,0,0,0
MSTRG.603.1,32,17,12,28,23,2
rna-ELECO.r07.1AG0009370.1,0,6,6,14,5,11
MSTRG.604.1,162,249,212,615,584,482
MSTRG.606.1,84,126,117,103,76,43
MSTRG.605.1,403,415,489,139,185,125
rna-ELECO.r07.1AG0009380.1,137,385,176,0,17,21
rna-ELECO.r07.1AG0009390.1,0,0,0,0,0,0
MSTRG.607.1,8,27,0,1,0,2
MSTRG.609.1,139,11,149,596,422,320
rna-ELECO.r07.1AG0009400.1,52,292,181,1122,778,396
rna-ELECO.r07.1AG0009420.1,36,27,73,302,227,141
MSTRG.613.1,1,0,8,18,11,4
rna-ELECO.r07.1AG0009430.1,23,72,72,268,184,137
rna-ELECO.r07.1AG0009440.1,6,11,2,41,45,31
rna-ELECO.r07.1AG0009500.1,0,0,0,691,207,22
rna-ELECO.r07.1AG0009510.1,0,0,0,3,4,4
MSTRG.615.1,107,315,289,179,455,366
MSTRG.615.3,110,0,0,0,11,0
MSTRG.622.1,2,29,0,5,5,0
MSTRG.623.1,43,0,48,215,209,117
MSTRG.623.2,3,0,0,34,9,33
MSTRG.618.1,0,0,17,6,0,0
rna-ELECO.r07.1AG0009590.1,0,3,0,27,9,18
MSTRG.619.4,0,42,22,21,12,7
MSTRG.620.1,0,21,0,0,0,0
MSTRG.619.1,32,124,87,171,162,156
MSTRG.619.2,6,0,0,145,112,39
rna-ELECO.r07.1AG0009660.1,0,0,0,102,92,15
MSTRG.624.1,83,111,71,800,613,464
